title,company,location,published,applicants,url,description
,,,,,https://linkedin.com/jobs/view/4158933692,In November 2024| Printful and Printify came together as two equals and merged to form a global on-demand powerhouse. This role will involve working across our two platforms and brands| a unique and special challenge. To learn more about the merger| check out our blog post. About Us: Both Printify and Printful are pioneering production on-demand companies and platforms established in Latvia but with a global customer base. Printify is bringing the dream of financial freedom and business ownership to the world by connecting e-commerce entrepreneurs with over 100 print-on-demand facilities around the globe. Printful has built world-class in-house production facilities and helps people to build their brands| empowering thousands of businesses—including iconic names like Coca-Cola and MTV. Our team is at the heart of our success. You’ll be part of a culture where everyone is respected| included| and encouraged to grow. We value continuous learning| uphold a high work ethic| and have fun along the way. We’re looking for a Staff Platform Engineer to join our Developer Enablement team| which is leveraging cutting-edge technology to optimize engineering processes and deliver high-quality products with efficiency. The team is committed to fostering a culture of continuous improvement| innovation| and collaboration| ensuring the development process is streamlined and efficient. They are dedicated to enhancing productivity by implementing automation and providing product teams' engineers with the best tools and training available to excel and deliver exceptional value to our customers. The ideal candidate will not only be proficient in NodeJS and TypeScript but will also have a deep understanding of and hands-on experience with building and managing infrastructure on AWS and ideally also Kubernetes. They will be able to demonstrate advanced skills in these areas during the interview process| showing a track record of solving complex infrastructure challenges and implementing robust| scalable solutions. We are an equal opportunity workplace. We’re committed to diversity and inclusion and make hiring decisions based solely on qualifications| merit| and work experience. If you think you’d excel in this role| send us your resume in English| showing us why you are the right person for the job. Interested| but don’t think this is the right fit for you? Feel free to share it with friends and check out other open positions at our career site. We’re always looking for creative and driven minds to join our ever-growing team!
,,,,,https://linkedin.com/jobs/view/4169036270,About Junior Software Engineer (IoT Data) Up to £40K (DOE) Hybrid (Mon & Tues in office) This is an incredible opportunity to join a forward-thinking company at the forefront of smart IoT technology| where you'll play a crucial role in shaping the future of efficiency and sustainability. The company's innovative IoT monitoring solutions are transforming industries by helping businesses cut costs| optimize energy usage| and stay ahead of environmental regulations. You'll be working on real-time data tools that empower organizations to make smarter| data-driven decisions| improving everything from operational efficiency to environmental impact. With products like environmental monitors| temperature sensors| and energy usage trackers| the company is helping industries such as manufacturing| healthcare| and renewable energy take giant leaps towards a sustainable future. This is your chance to work on groundbreaking technology that integrates seamlessly with intuitive online dashboards| delivering real-time alerts| detailed data logs| and custom reports. If you're ready to make a meaningful impact in an industry that's shaping the future of both business and the planet| this role is the perfect next step in your career. Join a high-performance data platform team focused on real-time data from LoRaWAN sensors. You'll develop React applications for data visualisation| build RESTful APIs with TypeScript and NestJS| and help migrate legacy PHP systems to modern technologies. Work with a collaborative team| ensuring system stability| performance| and user experience. Build and optimise a platform for real-time sensor data ingestion and visualisation Skills and Experience: Required: This is a unique opportunity to make a direct impact in a rapidly growing industry that's not only shaping the future of technology but also driving sustainability and efficiency across diverse sectors. You'll be part of a company that's leading the way with cutting-edge solutions| giving you the chance to work on meaningful projects with lasting environmental and business benefits. With the opportunity to work on advanced technology| collaborate with a passionate and supportive team| and continuously grow your skills| this role offers a perfect balance of challenge and reward. If you're looking for a role where you can make a real difference while advancing your career in a high-growth sector| this is the perfect fit. If this peaks your interest apply now or reach out for more info Nice-to-have skills Work experience Languages
Mid-level Full-Stack Engineer,KatKin,London| England| United Kingdom,1 month ago,Be among the first 25 applicants,https://linkedin.com/jobs/view/4142468826,KatKin's Opportunity Did you know that some cat food contains as little as 4% meat? Cats are carnivores – they need meat to thrive – but cat food companies use powdered animal derivatives because it’s cheaper and easier| and they top it up with grains and fillers that cats find hard to digest. It’s all about shelf life and profit; not what cats really need. We do things differently at KatKin. We’re changing the cat food industry| with our 100% Fresh-cooked premium meat recipes| delivered to doorsteps everywhere. Each recipe is designed by our in-house vets and nutritionists| to be the very best (and tastiest) nutrition for cats. KatKin is building a global challenger brand in cat health and wellbeing| going after a $50B global market. Beyond the core product of Fresh food for cats| KatKin’s vision is to build a set of products and services for Cat Parents to manage their cat’s health. Everything from litter and treats| to digital health management for your cat. Today| KatKin is a UK D2C business that recently expanded into Retail and is planning to launch international markets| likely the US| from 2025 onwards. The Role Millions of cat parents engage with KatKin every month| and as a Full-Stack Engineer at KatKin| you’ll work alongside our Engineering team in bringing our hardcore cat parent’s digital journey to life. You will work closely with our Director of Engineering| Product| Design| Data| and the rest of the Engineering team to help meet the day-to-day and long-term ambitions of KatKin and its customers. You will own and create the components and technology necessary to provide a best-in-class experience for cat parents whenever they visit our website or use our subscription service. We are a close-knit| focused team who are committed to consistently delivering high quality technology| on time| as part of a tech-driven mindset that lets us focus on building the right solutions for scaling our business into the future. Our current tech stack makes heavy use of TypeScript| particularly NextJS on the frontend| NestJS microservices on the backend with Prisma| and various other technologies and tools like Postgresql and RabbitMQ. This role will work from our London office in Farringdon 3 days a week. Key ownership areas Nice to haves What We Offer Apply for this job We aim to encourage a culture where people can be themselves and be valued for their strengths. We’re proud to be an equal opportunity employer| and actively encourage applications from all backgrounds. At KatKin we celebrate differences| and everything that makes our colleagues unique| by upholding an inclusive environment in which we can all thrive. We want to make our recruitment processes accessible to everyone| so if there is any way that we can support you to be the best you can be| please contact @katkin.com
,,,,,https://linkedin.com/jobs/view/4150542303,Tilt 🛸 Our mission is to make fashion accessible to all and inspire everyone to dress a little better. We believe e-commerce is in a rut| with brands lost in a decades-long void| lacking innovation| and mindlessly redesigning websites without fixing the real issue — making shopping fun and affordable. Today| we are the UK's biggest live shopping platform focused on making shopping a joyful| social experience that brings people together and helps everyone level up their style. Your Mission 🫵 We’re hiring a to join the team. You will work closely with an autonomous squad of engineers| designers| and product owners to rapidly innovate and ship exponential improvements to our product. You'll be responsible for: Technical stack and tools Bonus skills Perks and benefits ➕ We offer a competitive salary package including: Who we are As a fast-growing platform| we value innovation| autonomy| and rapid iteration. We believe in empowering our teams to make decisions and move quickly. We're building something unprecedented in the e-commerce space| and we need passionate people who share our vision of making fashion more accessible and enjoyable for everyone. Compensation Range: £80K - £100K
Full Stack Engineer (Remote or Berlin-based),Cozero,London| England| United Kingdom,7 months ago,Over 200 applicants,https://linkedin.com/jobs/view/3968001956,Join Our Mission to Fight Climate Change as our Full Stack Engineer! Want to be part of one of Europe's fastest-growing climate tech startups? We are looking for a passionate Full Stack Engineer to play an elementary role in helping us transform every company into a sustainable business. In this key role| you will be a hands-on product engineer| using our state-of-the-art tech stack to solve real user problems that will positively impact the sustainability of our climate. If you are excited about building an economy where every company creates an impact for a sustainable world and empowering companies to decarbonize and boost their business performance| we’d love to hear from you! This role can be fully Remote within Europe or Berlin based where we have a coworking space to work from. Countries we can currently support hiring in: Germany| Portugal| the Czech Republic| the UK| the Netherlands. We run on AWS| TypeScript| NestJS| React| and more. As a Full Stack engineer| we trust you can get quickly up to speed on our technology stack| so if you don’t have experience with parts of our stack| you will be able to learn a lot! We strive to build a diverse| inclusive| and collaborative workplace and we follow a fair| objective| and non-discriminatory recruitment process. All applications will be considered for employment regardless of nationality| culture| or any other personal characteristics. The glue that binds us together despite our differences is a common set of values| our purpose to transform every company into a low-emission business| and our culture that has a growth mindset at its heart. If you’re excited about this role we encourage you to apply| even if your past experience doesn’t perfectly match every requirement in the job description.
,,,,,https://linkedin.com/jobs/view/4166252940,About Visibly ✌️ We are a fast-moving| seed-stage startup revolutionising how public infrastructure companies improve worker compliance to build a safer physical world for the future. Education for deskless workers worldwide faces two critical challenges: entire industries still rely on spreadsheets to track knowledge and skill gaps| while outdated| mind-numbing PowerPoint presentations remain the go-to method for training. While this situation is far from ideal| it presents a unique opportunity to reimagine compliance management and education from the ground up| for over a billion deskless workers. That's where you come in!! As a | you’ll be a key contributor in building a product that compliance managers and workers love. You’ll work closely with product| sales| and your fellow engineers to bring our product vision to life. In this role| you will balance pragmatism and engineering best practices| contributing to the creation of both the frontend and backend of a solution that meets the needs of users and the business. In early 2024| we raised one of Europe’s strongest seed rounds from tier 1 investors including Creandum and Seedcamp. Now| with traction building| we need to increase the structure| strategic clarity and momentum in our product development process to deliver more value to customers. How you’ll make an impact What we’d love to see Why us? If this sounds like you| we’d love to chat! Apply now and help us build something game-changing. Our commitment to diversity and inclusion in the workplace We are an equal opportunity employer and celebrate diversity| recognising that diversity of thought and background builds more substantial teams. We welcome applicants from all backgrounds.
,,,,,https://linkedin.com/jobs/view/4148250735,Senior Software Engineer (Founding Team) - TypeScript| NextJS| NestJS| AWS Location: London| West End - 4 days a week on-site
DePIN Backend Engineer,CultureMill Recruiting,England| United Kingdom,1 week ago,40 applicants,https://linkedin.com/jobs/view/4160264505,Our client in the DePIN space is seeking a Senior Backend Engineer to design| build| and optimize scalable distributed systems in a cutting-edge technical environment. You'll work with Node.js| TypeScript| and NestJS| focusing on real-time data processing| event-driven architectures| and high-performance APIs. This role offers the opportunity to shape the backend infrastructure of a forward-thinking company while collaborating closely with an elite engineering team.
,,,,,https://linkedin.com/jobs/view/4157991813,Tilt 🛸 Our mission is to make fashion accessible to all and inspire everyone to dress a little better. We believe e-commerce is in a rut| with brands lost in a decades-long void| lacking innovation| and mindlessly redesigning websites without fixing the real issue — making shopping fun and affordable. Today| we are the UK's biggest live shopping platform focused on making shopping a joyful| social experience that brings people together and helps everyone level up their style. Your Mission 🫵 We’re hiring a to join the team. You will work closely with an autonomous squad of engineers| designers| and product owners to rapidly innovate and ship exponential improvements to our product. You'll be responsible for: Technical stack and tools Bonus skills Perks and benefits ➕ We offer a competitive salary package including: Who we are As a fast-growing platform| we value innovation| autonomy| and rapid iteration. We believe in empowering our teams to make decisions and move quickly. We're building something unprecedented in the e-commerce space| and we need passionate people who share our vision of making fashion more accessible and enjoyable for everyone. Compensation Range: £65K - £85K
Senior Software Engineer Typescript| PHP| Go - London,Vestiaire Collective,London| England| United Kingdom,1 week ago,28 applicants,https://linkedin.com/jobs/view/4148818756,Vestiaire Collective is the leading global online marketplace for desirable pre-loved fashion. Our mission is to transform the fashion industry for a more sustainable future by empowering our community to promote the circular fashion movement. Vestiaire was founded in 2009 and is headquartered in Paris with offices in London| Berlin| New York| Singapore| Ho Chi Minh and Hong Kong and warehouses in Tourcoing (France)| Crawley (UK)| Hong Kong and New York. We currently have a diverse global team of 700 employees representing more than 50 nationalities. Our values are Activism| Transparency| Dedication and Greatness and Collective. We are proud to be a BCorp. Vestiaire Collective is looking for a Senior Software Engineer to join the Seller Experience Collective The Seller Experience Collective is dedicated to creating a best-in-class selling experience for a diverse range of users| including individuals| businesses| and brand partners. Our scope covers critical features such as listing items| communicating and negotiation with buyers| listing management| pricing and many more. We tackle complex product and engineering challenges to meet the unique needs of our sellers and elevate their experience on the platform. What you'll do 👜 Write clean| concise and sustainable code Build scalable| maintainable and robust backend features using Typescript (NestJs)| PHP (Symfony) and Golang Write comprehensive technical designs and documentation Implement monitoring and logging systems to enhance services reliability and observability Work in a team environment and collaborate with other engineers to build long term solution Join our tech design sessions to discuss and suggest architectural decisions and directions Contribute to technical roadmap to align engineering efforts with product deliverables 2+ years of experience as a senior backend engineer Autonomous - You take full ownership of the architecture and technical design of the code you deliver Strong knowledge of Object-Oriented Programming and associated methodologies (SOLID| CLEAN| Domain-Driven Design| etc.) Professional experience in building scalable| maintainable and robust backends| preferably using Typescript and PHP (Golang is a plus) Product-driven - Focused on the experience of the end-user when designing and implementing features Data-oriented - You understand the importance of monitoring technical KPIs and how they impact business KPIs Strong familiarity with the Agile methodologies (SCRUM/Kanban) and their ceremonials Our Technology Stack Includes Languages: TypeScript| PHP| Golang Application Framework: NestJs| SymfonyPersistence: PostgreSql| MySQL/MariaDB| MongoDB| Redis| Memcache| RabbitMQ Data & Analytics: Snowflake| Snowplow| Elasticsearch| Tableau Infrastructure & CI/CD: AWS| Docker| Swagger/OpenAPI| gRPC| Jira| Terraform| Ansible| Github More about the technologies we use here 🎁 A meaningful job with an impact on the way people consume fashion and promote sustainability The opportunity to do career-defining work in a fast-growing French-born scale up The possibility to work as part of a globally diverse team with more than 50 nationalities Two days to help Project - reinforcing your activist journey and volunteer for an association Significant investment in your learning and growth As full member of our entrepreneurial project| you will be eligible to free shares Surveys show that women and members of underrepresented communities only apply for a job if they meet 100% of the required conditions. Does this sound like you? If so| Vestiaire Collective encourages you to reconsider your application. We look forward to receiving your application!
,,,,,https://linkedin.com/jobs/view/4163206780,At Theodo| we help businesses create innovative digital solutions. Specialising in web and mobile apps| we bring deep expertise in cloud-native technology and agile delivery. As part of Theodo Group| we collaborate with a network of 10 companies globally| focusing on varied sectors! As a Tech Lead| youll lead a small team in building innovative web and mobile applications| using cutting-edge technologies to deliver scalable solutions. Youll collaborate with clients| including CEOs and co-founders| to understand their vision and tailor solutions to their needs. Youll mentor your team| provide technical guidance| and ensure projects are delivered to the highest standard on time. Youll also shape the technical direction| ensuring best practices and the latest methodologies are followed throughout the development process. Please apply now for consideration!
Software Developer,TieTalent,London| England| United Kingdom,2 days ago,Be among the first 25 applicants,https://linkedin.com/jobs/view/4169031816,About Software Developer - £90|000 - Hybrid (2x week in Camden) Overview: I am currently recruiting for a Software Developer for one of my clients who are a global digital marketing and technology agency specialising in online gaming. We are looking for a skilled developer who possesses strong technical skills in PHP| JavaScript and AWS and is comfortable working in a face paced| high transactional environment. Create effective solutions (inc. software designs) from product requirements Produce well structured| testable code Apply best practices (industry and internal standards) Make sure Solutions are performant and observable in the context of a high complexity| high throughput systems via metrics and monitoring Balance technical solutions with commercial constraints Provide technical mentorship to less experienced members of the team Own the technical solutions end-to-end including in productionEssential Skills and Experience: Commercial Use Of a Modern PHP 8+ With Experience In Development Frameworks Such As Laravel / Symfony Desired Proficiency In Developing In JavaScript/TypeScript Working With NodeJS Frameworks Like NestJS And Frontend Frameworks Like React.JS Experience In Building Platforms Using Event-based Architecture And CQRS Experience Of Working With AWS Services Such As Aurora| MSK Kafka| ECS| EMR. Writing Automated Unit/integration Tests For Solutions Excellent Practical Understanding Of SOLID Principles And Design Patterns Hands-on Experience With One Or More DevOps Tooling Platforms Hands On Experience Engineering On High Availability| High Throughput OLTP Platforms Good Understanding Of Relational Databases And MySQL And Writing Efficient Database QueriesPackage Up to £90|000 basic salary Free Gym membership On-site Chef provides free breakfast and lunch Free Parking Hybrid (2x week in Camden) Nice-to-have skills Work experience Languages
,,,,,https://linkedin.com/jobs/view/4160266469,Job Title: Senior Fullstack Developer (Frontend Focus - React & Web3) About the Role We are seeking a Senior Fullstack Developer with a strong frontend focus to join our team. The ideal candidate will have extensive experience with | modern frontend development practices| and . You will play a crucial role in designing| developing| and maintaining highly interactive decentralized applications (dApps) while ensuring seamless integration with backend services.
,,,,,https://linkedin.com/jobs/view/3742501515,Forward Deployed Software Engineer (FDSE) – Aurem ABOUT US
,,,,,https://linkedin.com/jobs/view/4113601653,Are you an experienced Developer ready to elevate your career? Do you thrive in dynamic environments where you can make a significant impact?
,,,,,https://linkedin.com/jobs/view/4159734467,Web Developer (React & Node.sj) - Borehamwood (Onsite 3 days a week) - £60|000 My client is looking for a skilled Web Developer to contribute to the rebuild of a CMS-driven platform| developing and maintaining both the React frontend and Node.js backend as the system transitions to a scalable| modular architecture.
Full Stack Engineer,Radley James,London Area| United Kingdom,1 week ago,31 applicants,https://linkedin.com/jobs/view/4157720738,A Crypto FinTech startup in London is looking for 2 experienced Full Stack Developers to join as they enter their hyper growth phase this year. They primarily operate in the broker/paymenets and liquidity space within crypto. They are backed by a very well known investment firm and a large sum of risk capital to execute their hiring and business plans for the next couple years.
,,,,,https://linkedin.com/jobs/view/4167832263,W Talent are currently partnered with a provider of online legal services that are looking for a Senior Web Developer to join their team. This is an amazing opportunity for an experienced developer looking to expand their full stack expertise as well as being involved in shaping key architectural decisions. This position is hybrid (3 days onsite based in North London)
,,,,,https://linkedin.com/jobs/view/4142469739,KatKin's Opportunity Did you know that some cat food contains as little as 4% meat? Cats are carnivores – they need meat to thrive – but cat food companies use powdered animal derivatives because it’s cheaper and easier| and they top it up with grains and fillers that cats find hard to digest. It’s all about shelf life and profit; not what cats really need. We do things differently at KatKin. We’re changing the cat food industry| with our 100% Fresh-cooked premium meat recipes| delivered to doorsteps everywhere. Each recipe is designed by our in-house vets and nutritionists| to be the very best (and tastiest) nutrition for cats. KatKin is building a global challenger brand in cat health and wellbeing| going after a $50B global market. Beyond the core product of Fresh food for cats| KatKin’s vision is to build a set of products and services for Cat Parents to manage their cat’s health. Everything from litter and treats| to digital health management for your cat. Today| KatKin is a UK D2C business that recently expanded into Retail and is planning to launch international markets| likely the US| from 2025 onwards. The Role Millions of cat parents engage with KatKin every month| and as a Full-Stack Engineer at KatKin| you’ll work alongside our Engineering team in bringing our hardcore cat parent’s digital journey to life. You will work closely with our Director of Engineering| Product| Design| Data| and the rest of the Engineering team to help meet the day-to-day and long-term ambitions of KatKin and its customers. You will own and create the components and technology necessary to provide a best-in-class experience for cat parents whenever they visit our website or use our subscription service. We are a close-knit| focused team who are committed to consistently delivering high quality technology| on time| as part of a tech-driven mindset that lets us focus on building the right solutions for scaling our business into the future. Our current tech stack makes heavy use of TypeScript| particularly NextJS on the frontend| NestJS microservices on the backend with Prisma| and various other technologies and tools like Postgresql and RabbitMQ. This role will work from our London office in Farringdon 3 days a week. Key ownership areas Nice to haves What We Offer Apply for this job We aim to encourage a culture where people can be themselves and be valued for their strengths. We’re proud to be an equal opportunity employer| and actively encourage applications from all backgrounds. At KatKin we celebrate differences| and everything that makes our colleagues unique| by upholding an inclusive environment in which we can all thrive. We want to make our recruitment processes accessible to everyone| so if there is any way that we can support you to be the best you can be| please contact @katkin.com
,,,,,https://linkedin.com/jobs/view/4149025880,Tilt 🛸 Our mission is to make fashion accessible to all and inspire everyone to dress a little better. We believe e-commerce is in a rut| with brands lost in a decades-long void| lacking innovation| and mindlessly redesigning websites without fixing the real issue — making shopping fun and affordable. Today| we are the UK's biggest live shopping platform focused on making shopping a joyful| social experience that brings people together and helps everyone level up their style. Your Mission As a | you'll be at the forefront of defining the future of online selling through artificial intelligence. Working alongside ML Engineers and product designers| you'll help build and scale our AI product suite that's reshaping the e-commerce landscape. You'll be responsible for: You must be prepared to jump into a start-up environment; if you're risk-averse this isn't the right place for you. We seek passionate| driven individuals eager to learn quickly| work hard| and help us shape the future. Technical stack and tools Bonus skills Perks and benefits We offer a competitive salary package including: Who we are As a fast-growing platform| we value innovation| autonomy| and rapid iteration. We believe in empowering our teams to make decisions and move quickly. We're building something unprecedented in the e-commerce space| and we need passionate people who share our vision of making fashion more accessible and enjoyable for everyone. Compensation Range: £80K - £100K
Senior Back End Engineer,CultureMill Recruiting,United Kingdom,2 weeks ago,61 applicants,https://linkedin.com/jobs/view/4152451354,Our client in the DePIN space is seeking a Senior Backend Engineer to design| build| and optimize scalable distributed systems in a cutting-edge technical environment. You'll work with Node.js| TypeScript| and NestJS| focusing on real-time data processing| event-driven architectures| and high-performance APIs. This role offers the opportunity to shape the backend infrastructure of a forward-thinking company while collaborating closely with an elite engineering team.
,,,,,https://linkedin.com/jobs/view/4157164248,This is a brand new position for a product-focused Lead Full Stack Developer with a start up company in the mortgaging space - they are looking for someone who understands the reasoning behind the tools that they are using and is looking to push forwards in their career. In this position you will be one of the most Senior Engineer's on the team| and take on requirement gathering and mentorship responsibilities (whilst not line-managing currently).
,,,,,https://linkedin.com/jobs/view/4159678515,Neoflow is looking for a Full Stack Engineer Neoflow is a platform that transforms how businesses globally handle payment processes. Our aim is to streamline your payment operations| ensuring they are smooth| efficient| and secure. We eliminate interruptions and minimise the time spent managing payment operations| so our clients can concentrate on expanding their business. Tasks Requirements
,,,,,https://linkedin.com/jobs/view/4170769465,This is a brand new position for a product-focused Lead Full Stack Developer with a start up company in the mortgaging space - they are looking for someone who understands the reasoning behind the tools that they are using and is looking to push forwards in their career. In this position you will be one of the most Senior Engineer's on the team| and take on requirement gathering and mentorship responsibilities (whilst not line-managing currently).
,,,,,https://linkedin.com/jobs/view/4166222442,Senior Software Engineer (Backend Focus| IoT Data Analysis) Manchester (Hybrid) Salary - £60-65k Our client| a Manchester-based company| is a leader in IoT solutions| specialising in energy and environmental monitoring through LoRaWAN technology. They provide cutting-edge data visualisation and analysis tools that help businesses optimise their operations and drive sustainability initiatives. With a strong reputation for innovation and reliability| they are dedicated to delivering high-quality solutions that make a real impact.
