title,company,location,published,applicants,url,description
Web Frontend Engineer - JS| CSS| React| Flutter,Canonical,Córdoba| Córdoba| Argentina,Hace 3 semanas,47 solicitudes,https://ar.linkedin.com/jobs/view/web-frontend-engineer-js-css-react-flutter-at-canonical-4127740009?position=38&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=oz8xN8zrAsNLf404A07gdA%3D%3D,Canonical is a leading provider of open-source software and operating systems to the global enterprise and technology markets. Our platform| Ubuntu| is very widely used in breakthrough enterprise initiatives such as public cloud| data science| AI| engineering innovation and IoT. Our customers include the world's leading public cloud and silicon providers| and industry leaders in many sectors. The company is a pioneer of globally distributed collaboration| with 1100+ colleagues in 75+ countries and very few office-based roles. Teams meet two to four times yearly in person| in interesting locations around the world| to align on strategy and execution. The company is founder-led| profitable and growing. We are hiring a Web/UI Engineer to develop a data-rich and reliable user experience. These frontends are constructed using JS| CSS| React| and Flutter| and serve as Canonical's enterprise products that act as the company's face to our users. In order to create consistency across our products and sites| we have a central team that builds an open-source React toolkit and presentation layer| the Vanilla Framework. We are excited to develop this further and see if we can help more open-source projects build performant and accessible interfaces that respond well to diverse layouts. We use REST APIs for communication| and we consider API design an important part of the process. Flutter is a new front-end technology that has the potential to unify our desktop and web development. We are growing the team's exposure to Flutter and have roles on both web and Ubuntu engineering for this specialism. We hire developers with outstanding academic results and a passion for open-source software| innovation| and cutting-edge web technologies. In these roles| you will have the opportunity to make significant contributions through high-quality| front-end and back-end code while exhibiting technical leadership| exceptional design| and intuitive user experience. Additionally| we encourage colleagues to engage with the broader open-source community. We're looking for individuals who can help build a thriving community| contribute to a broad range of technologies| and ensure seamless software operations at scale. : This is a Globally remote role. The role entails What we are looking for in you Nice-to-have skills What we offer colleagues We consider geographical location| experience| and performance in shaping compensation worldwide. We revisit compensation annually (and more often for graduates and associates) to ensure we recognise outstanding performance. In addition to base pay| we offer a performance-driven annual bonus or commission. We provide all team members with additional benefits| which reflect our values and ideals. We balance our programs to meet local needs and ensure fairness globally. Canonical is a pioneering tech firm at the forefront of the global move to open source. As the company that publishes Ubuntu| one of the most important open source projects and the platform for AI| IoT and the cloud| we are changing the world of software. We recruit on a global basis and set a very high standard for people joining the company. We expect excellence - in order to succeed| we need to be the best at what we do. Most colleagues at Canonical have worked from home since its inception in 2004. Working here is a step into the future| and will challenge you to think differently| work smarter| learn new skills| and raise your game. Canonical is an equal-opportunity employer We are proud to foster a workplace free from discrimination. Diversity of experience| perspectives| and background creates a better work environment and better products. Whatever your identity| we will give your application fair consideration.
Full Stack JavaScript Developer,Rotunda Software,Argentina,Hace 6 meses,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/full-stack-javascript-developer-at-rotunda-software-4004588708?position=39&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=32LUEbXRY2kmh8JbUeHUuA%3D%3D,This is a remote position open to applicants living in Argentina or Uruguay. Would you like to work on meaningful| ambitious projects with an exceptional team? Rotunda is seeking an experienced Full Stack JavaScript Developer to help create a new generation of software tools for non-profits. Our flagship products are actively used by over 3|500 non-profits and one million volunteers. The person who fills this position will contribute to these robust| well-established products while also architecting brand new tools to help non-profits make the world a better place. In addition to excellent technical skills| this position requires attention to detail| and the ability to work well in a fast-paced| flexible| and ego-free environment. Our proprietary| modularized frontend framework is built using open source tools developed at Rotunda in conjunction with James Halliday (a.k.a @substack)| and our sophisticated backend infrastructure is built with technologies that include Node.js| Express| MySQL| and AWS Lambda| and an isomorphic JavaScript domain layer. The individual who fills this position will be able to learn| leverage| and curate these unique and powerful tools. Rotunda is a talented| dedicated| international team| passionate about doing meaningful work and building extraordinary products that people love. Our mission is to help people do good things| and our unique culture is rooted in a set of shared values.
React Developer,Newfold Digital,Argentina,Hace 2 semanas,200 solicitudes,https://ar.linkedin.com/jobs/view/react-developer-at-newfold-digital-4137575731?position=40&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=kqSi6nARxJoOBl5DE7bItw%3D%3D,Newfold Digital is a leading web technology company serving millions of customers globally. Our customers know us through our robust portfolio of brands. We have some of the industry's most prominent and storied go-to-market brands| including Bluehost| HostGator| Domain.com| Network Solutions| Register.com and Web.com. We help customers of all sizes build a digital presence that delivers results. With our extensive product offerings and personalized support| we take pride in collaborating with our customers to serve their online presence needs. The strength of our company lives in the intersection of our people| our customers| and our brands. In this role| as a Senior Front-end Engineer in the Software Engineering team| you will work with a team of highly technical Software engineers| Operation Engineers| Product Managers to engineer great products| deliver five 9's uptime| build reliable systems| tools & automate processes. Our teams are small| incredibly impactful. We're highly motivated| engaged| and empowered to make a difference. We're looking for talented engineers with a strong engineering background and a penchant for solving complex technical problems. Does this sound like you? high quality software products. team members where appropriate. coding standards and using best software development practices. advanced level. scale business. JavaScript (ES6 and beyond)| TypeScript. documentation. CDN| etc. is a plus. outside your comfort zone
Front-end developer Blockchain,Novatide Labs,Argentina,Hace 2 semanas,Sé de los primeros 25 solicitantes,https://ar.linkedin.com/jobs/view/front-end-developer-blockchain-at-novatide-labs-4150110193?position=41&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=e6lK6P4EFjRIXS7AWIe1gQ%3D%3D,About Us Novatide Labs is an innovative fintech company dedicated to transforming the digital asset space. Our mission is to provide cutting-edge solutions that empower individuals and businesses to thrive in the evolving financial ecosystem. We pride ourselves on our commitment to excellence| collaboration| and continuous innovation. We are seeking a versatile and experienced Full-Stack Developer to join us. The ideal candidate will be responsible for developing and maintaining front-end and back-end components| contributing to innovative projects| and enhancing existing blockchain and cryptocurrency platforms. If you are passionate about full-stack development and excited to work in the fintech and blockchain space| we would love to hear from you! Skills: full stack development|postgresql|etl|etl systems|react|docker|python|github|docker compose|html|websockets|ci/cd pipelines|swagger/openapi|performance optimization|css|blockchain|git|node.js|redis|playwright|flask|ci/cd|machine learning|rest apis
React Developer,Stonebranch,Buenos Aires y alrededores,Hace 1 semana,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/react-developer-at-stonebranch-4140617106?position=42&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=78SXXgPXzWGJw01yCivo%2FQ%3D%3D,Stonebranch builds dynamic IT automation solutions that transform business IT environments from simple IT task automation into sophisticated| real-time business service automation| helping organizations achieve the highest possible Return on Automation. No matter the degree of automation| Stonebranch software is simple| modern| and secure. Using its universal automation platform| enterprises can seamlessly orchestrate workloads and data across technology ecosystems and silos. Headquartered in Alpharetta| Georgia| USA with points of contact and support throughout the Americas| Europe| and Asia| Stonebranch serves some of the world's largest financial| manufacturing| healthcare| travel| transportation| energy| and technology institutions.
Full Stack Front End Engineer,Techunting,Buenos Aires y alrededores,Hace 1 mes,140 solicitudes,https://ar.linkedin.com/jobs/view/full-stack-front-end-engineer-at-techunting-4120317981?position=43&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=p5%2BClxaxw0%2Bef5a7LeShdA%3D%3D,React/ Full Stack Developer with focus in Frontend to assist our west coast based retail client. This position is fully remote and requires availability during 9 AM to 6 PM PT hours (time shift is accepted for candidates available to 3PM Pacific time). 5 to 7
Desarrollador Front End React Ssr,Banco Hipotecario,Buenos Aires| Provincia de Buenos Aires| Argentina,Hace 1 semana,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/desarrollador-front-end-react-ssr-at-banco-hipotecario-4141143955?position=44&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=D%2Fy5ugOIHGGRAVBtNicc4Q%3D%3D,Somos el #BancoDelHogar 🏡 y nos encontramos en búsqueda de un Desarrollador Frontend React para sumarse a nuestro equipo de Tribu Mayorista| con interesantes desafíos en equipos ágiles de trabajo. 💭Nos orientamos a personas con espíritu innovador| creatividad| habilidad analítica y visión estratégica. Gente que impulse el cambio| para hacer las cosas bien y cada vez mejor| potenciando en equipo los resultados del negocio. Buscamos alcanzar resultados superadores| generando valor y brindando siempre la mejor experiencia. 🎯 Algunos de tus desafíos seran Requisitos 🔎 ¿Qué buscamos? Beneficios 🧡 Te ofrecemos Con 138 años de trayectoria| somos una de las instituciones más sólidas del sistema financiero argentino| con presencia a lo largo y a lo ancho de nuestro país. En nuestro recorrido| otorgamos 2 millones de créditos hipotecarios a familias argentinas| para que puedan acceder a su primera vivienda. Hoy nos estamos transformando| y tenemos una visión clara ser el prestador de servicios financieros del hogar| las familias y las empresas argentinas. Buscamos ser Eficientes y digitales Reconocidos por la excelencia en la atención de nuestros cliente Con una cultura centrada en las personas Con decisiones basadas en datos Caracterizados por una huella social positiva ¿Te ves acá? 😍 ¡Te invitamos a formar parte de nuestro equipo y sumarte a la #TransformaciónBH!
Full Stack Developer with React,Teramind,Buenos Aires y alrededores,Hace 4 semanas,188 solicitudes,https://ar.linkedin.com/jobs/view/full-stack-developer-with-react-at-teramind-4123820251?position=45&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=4ExOx3DEfKLzB0P00%2BclBw%3D%3D,Teramind is a hybrid| global workforce building the next-generation Insider Risk Management and User Behavior Analytics platform. Join our team of innovators who are redefining insider risk management through cutting-edge technology. More than 10|000 organizations across the globe have used' Teramind to mitigate insider threats and protect their sensitive company data with the most robust| enterprise-grade software on the market.
Senior Full-Stack Developer (Angular/ExpressJS),Worldly,Argentina,Hace 6 meses,Sé de los primeros 25 solicitantes,https://ar.linkedin.com/jobs/view/senior-full-stack-developer-angular-expressjs-at-worldly-3982690511?position=46&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=hxFR%2BMzz2h9jAFFl%2Fji2Iw%3D%3D,Location: South America (Remote)| the Balkan Region (Remote) About Worldly Worldly is the world’s most comprehensive impact intelligence platform — delivering real data to businesses on impacts within their supply chain. Worldly is trusted by 40|000 global brands| retailers| and manufacturers to provide the single source of ESG intelligence they need to accelerate business and industry transformation. Through strategic and meaningful customer relationships| Worldly provides key insights into supplier performance| product impact| trends analysis| and compliance. When a company wants to positively improve their environmental and societal impact| we enable that systemic shift. Backed by a dedicated global team of individuals aligned by values| Worldly proudly operates as a public benefit corporation with backing from mission-aligned investors. Want to learn more? Read our story. We are seeking an experienced and highly skilled Senior Full-Stack Developer to join our team. In this role| you will be responsible for designing| developing| and maintaining a large-scale Angular front-end application| as well as building and integrating the back-end systems using ExpressJS and various database technologies. Our team is motivated to transform the way products are made. By helping our customers succeed in a new era of sustainable production| we can build technology that makes a difference on a planetary level. Our team represents over 15 countries and brings unique experiences from technology to farming to the table. Surround yourself with kind| enthusiastic| and dedicated people who put collaboration and growth at the center of our shared goals. We believe reflecting the diversity of those we strive to serve is essential. True innovation happens when everyone has room at the table| including the tools| resources| and opportunity to excel. We’re dedicated to building a culturally and experientially diverse team that leads and works with empathy and respect. $42|900 - $47|850 USD Annually - South America $45|500 - $50|750 USD Annually - Balkan Region Annual Bonus Comprehensive Benefits Program Compensation Range: $42.9K - $47.9K
Remote Full-stack React/Node Developer,Scopic,Buenos Aires y alrededores,Hace 1 semana,Sé de los primeros 25 solicitantes,https://ar.linkedin.com/jobs/view/remote-full-stack-react-node-developer-at-scopic-4144613219?position=47&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=5g8s%2FlYDIuXsnPUuIzji4w%3D%3D,Are you an experienced Fullstack Developer with expertise in React and Node.js? Do you thrive in building scalable| high-performance applications and enjoy working on cutting-edge technologies? If so| we'd love to hear from you! This is a full-time| home-based position offering you the opportunity to collaborate with a global team of professionals and solve exciting challenges. 7+ years of experience in full-stack software development| with a focus on backend and frontend technologies. 2+ years of hands-on experience with React and Redux| including knowledge of modern architectural styles and design patterns. Proficiency in Node.js and Nest.js and experience building scalable and high-performance applications. Strong skills in JavaScript and TypeScript. Experience with real-time communication technologies| such as WebSockets (e.g.| Socket.IO). Familiarity with at least one major *NIX platform (Linux| macOS| FreeBSD| etc.). Strong understanding of HTML5| CSS3| and modern UI design principles. Experience with version control systems like Git| following best practices. Bachelor's degree in Computer Science or a related field| or equivalent professional experience. Excellent proficiency in English| both written and spoken. Your growth is our growth. We invest in your future with paid training and other professional opportunities. We're industry innovators at the forefront of change. Equipped with the latest technologies and a team of knowledgeable colleagues by your side| you'll embrace new and interesting challenges. Your location. Your schedule. Pick your time zone| choose your preferred hours| and work from the place where you feel most at home. Flexibility and freedom are in our DNA! As long as you have a stable internet connection and the drive to thrive| you can travel and work from anywhere you like. A workload you can rely on. We'll set you enough tasks to keep that mind busy! At Scopic| we'll ensure you always have a consistent flow of engaging| challenging work to do. Recognition and reward. We acknowledge diligence and hard work through annual pay increases for good performance. Your starting rate is negotiable depending on your skills and experience. This is an hourly paid position. Contractors are paid monthly via wire transfer. Scopic is an equal-opportunity employer. We value diversity and do not discriminate on the basis of race| religion| color| marital status| national origin| gender| veteran status| sexual orientation| age| or disability status. Have the skills| the drive| and the passion to join the Scopic family? Apply today to join our growing team of remote professionals from around the world. TERMS OF APPLICATION By submitting an application; I consent that the data provided in this form| and the attached CV| will be used for Scopic's recruiting purposes and email communications. I consent to Scopic conducting an identity verification process as part of the hiring process. I understand that my personal information may be collected and processed for the purpose of verifying my identity in compliance with applicable laws. Attention Job Seekers: Please be aware that scammers may be fraudulently using our company's name in hiring scams. To ensure your safety| all legitimate communication regarding job opportunities from our company will only come from email addresses ending with [at]scopicsoftware.com or [at]scopicsoftware.hire.trakstar.com. Please exercise caution and report any suspicious activity to our official channels. Employment Type: Full-Time
JavaScript Developer,EPAM Systems,Argentina,Hace 5 días,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/javascript-developer-at-epam-systems-4126007361?position=48&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=nlRYBccAWuiAHhug3fAlJg%3D%3D,We are seeking a Middle JavaScript Developer to join our dynamic team. This role offers an exciting opportunity to work on innovative projects involving the development of cutting-edge web applications. As a Middle JavaScript Developer| you will be responsible for implementing engaging user interfaces and ensuring the technical feasibility of UI/UX designs. You will collaborate closely with the design and back-end development teams to create seamless and visually appealing experiences for our users.
Frontend Flutter Flow Engineer,Workana,Buenos Aires y alrededores,Hace 1 semana,28 solicitudes,https://ar.linkedin.com/jobs/view/frontend-flutter-flow-engineer-at-workana-4138982180?position=49&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=tqxh8t27fuS9YPynyMsZLA%3D%3D,Workana is the largest remote work platform for talents in Latin America. Our new segment Workana Premium focuses on matching the most exceptional professionals with leading and innovative companies around the globe. Enjoy competitive compensation| dedicated support| and the flexibility of remote work within a dynamic environment that fosters collaboration and professional advancement. We are proud to present you with the following opportunity. Our client is one of the largest multimedia companies in Latin America that delivers news and other media content to their audience. The company has recognized the power of artificial intelligence (AI) and has embarked on a journey to build a solution based on AI that will generate high-quality content| shorten the time to release| and increase overall engagement and efficiency. They are looking for more engineers to join this project and specifically help with building mobile and web applications that will represent the interaction point between users and AI. The client is looking for a Frontend Developer with strong experience in Flutter Flow and knowledge of JavaScript| capable of creating high-quality cross-platform mobile applications and working with REST APIs. The ideal candidate should have a passion for intuitive user interfaces and developing exceptional user experiences. :
JavaScript Developer,EPAM Systems,Argentina,Hace 2 días,117 solicitudes,https://ar.linkedin.com/jobs/view/javascript-developer-at-epam-systems-4149189485?position=50&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=iJrEX1SAUeZ3u2tKindszg%3D%3D,We are seeking a JavaScript Developer to join our team| focusing on updating the NI LabVIEW application and controlling various pumps| motors| and sensors. This role offers the opportunity to engage in innovative development projects and contribute to critical control systems. Ideal candidates will bring a proactive approach to problem-solving and a commitment to delivering high-quality software solutions.
Developer Front End Angular – Senior,Universidad Nacional Arturo Jauretche,Argentina,Hace 1 semana,Sé de los primeros 25 solicitantes,https://ar.linkedin.com/jobs/view/developer-front-end-angular-%E2%80%93-senior-at-universidad-nacional-arturo-jauretche-4142698653?position=51&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=bIPQeHThEzgIAQZu2wnYCQ%3D%3D,Descripción del puesto Develop and maintain robust web applications using Angular and front-end skills.
Frontend Developer (Angular) - (Relocation to Bulgaria Required),Sofia Stars,Argentina,Hace 2 días,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/frontend-developer-angular-relocation-to-bulgaria-required-at-sofia-stars-4112643439?position=52&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=niwikpd4QGmBDVopNMQ4og%3D%3D,❗️Please note that relocation to Sofia| Bulgaria is required. ❗️Sofia Stars takes care of Visa and other administration related costs.
Desarrollador Front End (React +Nest) SR. (Argentina - remoto),SOOFT Technology,Buenos Aires| Provincia de Buenos Aires| Argentina,Hace 3 semanas,120 solicitudes,https://ar.linkedin.com/jobs/view/desarrollador-front-end-react-%2Bnest-sr-argentina-remoto-at-sooft-technology-4129175631?position=53&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=x4qqWWxaXYPKT7533syL5A%3D%3D,¡Subite a la nave de SOOFT Technology! Queremos que vengas a desafiar y sumar tu talento a una empresa en pleno crecimiento. Nos encontramos en la búsqueda de un para sumar a importante empresa líder en tesorería digital. Se requieren perfiles que acrediten por lo menos 5 años de experiencia en el rol. 100% Remoto Argentina Requisitos Profesionales con conocimientos específicos en Beneficios 🤝Un ambiente de trabajo súper cálido y divertido 💪Gran oportunidad para crecer y desarrollarte como profesional 🧡Prepaga premium 🏅Programa de referidos 🎁Obsequios y celebración de fechas especiales 💻Posibilidad de trabajar estés donde estés 🎉Día de cumpleaños free 📦 Kit de bienvenida
JS/TS Full Stack Developer,Codea IT,Buenos Aires| Provincia de Buenos Aires| Argentina,Hace 1 mes,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/js-ts-full-stack-developer-at-codea-it-4101960877?position=54&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=tSaxDMLNHYyUTkhhtnWi5A%3D%3D,Acerca del puesto JS/TS Full Stack Developer ⭐¡Codea IT sigue creciendo! Somos una empresa líder de desarrollo en América. Llevamos adelante la de nuestros clientes gracias a los mejores que conforman nuestro equipo| trabajando remotamente en tecnologías modernas y proyectos desafiantes. Buscamos para participar de forma en diferentes proyectos conformados por equipos distribuidos por todo el mundo. Manejo de inglés intermedio - avanzado +2 años de experiencia en Frontend. +2 año de experiencia en Backend Si te motiva formar parte de un equipo compuesto por grandes profesionales y trabajar 100% orientado a objetivos en un entorno innovador|
Front-end Developer Ssr,Alquiler Argentina,Argentina,Hace 1 día,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/front-end-developer-ssr-at-alquiler-argentina-4147187363?position=55&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=X5sjvljc3qboGIWJwFYCyQ%3D%3D,En Alquiler Argentina buscamos un enfoque innovador 💡 que promueva la generación de ideas| la búsqueda de respuestas| el desarrollo de soluciones y su implementación efectiva. Creemos firmemente que la pasión y la actitud son los impulsores que nos permiten lograr resultados excepcionales 💪
Middle Frontend Engineer,Qinshift,Córdoba| Córdoba| Argentina,Hace 6 días,27 solicitudes,https://ar.linkedin.com/jobs/view/middle-frontend-engineer-at-qinshift-4145156645?position=56&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=lJHXwv%2Bt%2BrJqnozFtL06pw%3D%3D,This is us At Qinshift and Avenga we are merging together to start a new era of technology that matter. Leveraging the power of innovations| we are on a journey to shape the future of work| and we are inviting you to co-create it with us. We are looking for a to join our dynamic team. The ideal candidate is proactive| detail-oriented| and capable of identifying and efficiently solving problems. You should be able to work under pressure and collaborate with different teams to ensure the best user experience.
Front end Angular Developer Ssr. (CABA - Híbrido),SOOFT Technology,Buenos Aires| Provincia de Buenos Aires| Argentina,Hace 1 mes,38 solicitudes,https://ar.linkedin.com/jobs/view/front-end-angular-developer-ssr-caba-h%C3%ADbrido-at-sooft-technology-4102828159?position=57&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=PAAZA15RkP%2Fr2Enk0%2BoHiw%3D%3D,Buscamos Desarrolladores Front end Angular Ssr. Modalidad de trabajo Híbrido CABA - Calle esmeralda 900 (3 dias Oficina - 2 remoto) basado en microservicios. etc.). diseñar la solución y establecer la hoja de ruta del proyecto. de alta calidad dentro de los plazos establecidos. Requisitos Beneficios Contratación directa con cliente.
Developer Front End Angular – Senior,Universidad del Noreste.,Argentina,Hace 1 semana,Sé de los primeros 25 solicitantes,https://ar.linkedin.com/jobs/view/developer-front-end-angular-%E2%80%93-senior-at-universidad-del-noreste-4141449639?position=58&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=Nw3OL1WyYRG0BEINRK1pfw%3D%3D,Descripción del puesto Develop and maintain robust web applications using Angular and front-end skills.
Full-Stack NodeJS & React Developer,Howdy.com,Argentina,Hace 1 mes,57 solicitudes,https://ar.linkedin.com/jobs/view/full-stack-nodejs-react-developer-at-howdy-com-4121535584?position=59&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=bvTLOo9Ca5cc5p1wM2XF4Q%3D%3D,Join Howdy to discover a new way of working remotely At Howdy| we connect top Latin American talent with leading US companies. Unlike other online marketplaces and job platforms| we're a community that cares about people. Our whole ethos is people-first. From top tech roles to accounting| marketing| customer support| finance| HR| and operations - we've got opportunities for everyone. Transform your career with Howdy. Apply today and join us in revolutionizing remote work!
Front-End Developer (React + Next.js),Launchpad Technologies Inc.,Argentina,Hace 4 días,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/front-end-developer-react-%2B-next-js-at-launchpad-technologies-inc-4077962117?position=60&pageNum=0&refId=HJFNPc3DTL%2BhrdiFT6Zncw%3D%3D&trackingId=%2Fy3b0fgbCVg2lPSImklcjw%3D%3D,Launchpad| a people-first technology company| is a leader in North America´s rapidly growing tech sector. Through two solutions| Launchpad supports its clients with digital transformation: Based in Vancouver| Canada| our operational footprint spans across North and South America| with a second headquarters in Santiago| Chile. In 2023| our unwavering dedication to innovation garnered recognition as a Deloitte Technology Fast 50™ Program Company. Our clientele boasts industry leaders such as Walmart| GM| TIME Magazine| Salesforce| Tableau| Splunk| Bolt.com| Freedom House| and more. At Launchpad| we genuinely care about our people as individuals. If you are looking for a team that values growth| drive| and passion for your craft| if you’re seeking a place to achieve your goals and dreams with fairness and integrity| then we’d love to hear from you. We are seeking a talented and experienced to join our team. In this role| you will be responsible for designing and implementing user-facing features for high-performance web applications. You will work closely with cross-functional teams to ensure seamless collaboration and deliver exceptional user experiences. At Launchpad| we genuinely care about our people as individuals. If you are looking for a team that values growth| drive| and passion for your craft| if you’re seeking a place to achieve your goals and dreams with fairness and integrity| then you are the future of Launchpad. Launchpad is committed to fostering a diverse and representative workforce and an inclusive work environment where all employees are respected and treated equally. Are you ready to elevate your career at Launchpad? We want to hear your story! Contact us today.
🌐 Desarrollador Frontend 💻 📍 100% Remoto | 💵 Pago en USD,Stefanini LATAM,Argentina,Hace 2 días,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/%F0%9F%8C%90-desarrollador-frontend-%F0%9F%92%BB-%F0%9F%93%8D-100%25-remoto-%F0%9F%92%B5-pago-en-usd-at-stefanini-latam-4149185460?position=1&pageNum=2&refId=nx12VazIQ1ytJoTNLPCj1g%3D%3D&trackingId=SlBV2ncsy2qVCbhrXySeeQ%3D%3D,🌟 ¡Únete a Nuestro Equipo en Stefanini Latam! 🌟 🚀 Cargo: Desarrollador Frontend. Serás un referente en la implementación de soluciones| ideando herramientas que transformen la experiencia del usuario a través del uso intensivo de datos.
Frontend Engineer,MODO,Buenos Aires| Provincia de Buenos Aires| Argentina,Hace 1 mes,77 solicitudes,https://ar.linkedin.com/jobs/view/frontend-engineer-at-modo-4143357105?position=2&pageNum=2&refId=nx12VazIQ1ytJoTNLPCj1g%3D%3D&trackingId=TA1v%2FOE17WlUixeDjnZscQ%3D%3D,"Somos MODO| la fintech de los bancos argentinos que está revolucionando la manera de pagar y ahorrar con promociones en la Argentina. Estamos en el centro del ecosistema de pagos| desarrollando experiencias de pago novedosas en QR| NFC y online con todos los medios de pago| y creando el mejor lugar para hacer y disfrutar promociones. Además| creamos el primer hub de open banking de la Argentina para hacer más simple el manejo de tu plata. En MODO confluyen los principales bancos| procesadores de pagos| comercios y mucho más. Somos líderes en el cambio de una industria que está atravesando su mayor transformación en la historia| y nuestros productos y tecnologías están en la frontera de la práctica a nivel mundial. Tenemos el propósito de ""Conectar tu dinero y tu mundo para simplificar lo cotidiano"" y los moders cuentan con todo lo que necesitan para hacerlo realidad. Nuestro equipo está siempre en transformación| y hoy necesitamos sumar a un/a para seguir creciendo. ¿Cuáles serán tus principales responsabilidades? ¿Qué esperamos de vos? ¿Qué ofrecemos? Si te interesa trabajar en un equipo ágil y autónomo dentro de una compañía desde su concepción| donde el margen de acción de cada rol es gigante| ¡Te esperamos!"
Front End Engineer,Ryz Labs,Buenos Aires y alrededores,Hace 9 meses,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/front-end-engineer-at-ryz-labs-3917245357?position=3&pageNum=2&refId=nx12VazIQ1ytJoTNLPCj1g%3D%3D&trackingId=QAwtYR3zBj6iy3o1A2pepA%3D%3D,RYZ Labs is seeking a Frontend Engineer to join our team and work with one of our clients on developing web-based applications. The role involves creating user-friendly interfaces| ensuring data is accessible and engaging for end-users| and delivering real-time data processing capabilities. As part of the Engineering team| you'll work across a variety of products and features within a collaborative Agile environment| with support from experienced engineers. We are committed to advancing your engineering career while ensuring success for our partners. Responsibilities: Qualifications: About RYZ Labs: RYZ Labs is a startup studio built in 2021 by two lifelong entrepreneurs. The founders of RYZ have worked at some of the world's largest tech companies and some of the most iconic consumer brands. They have lived and worked in Argentina for many years and have decades of experience in Latam. What brought them together is the passion for the early phases of company creation and the idea of attracting the brightest talents to build industry-defining companies in a post-pandemic world. Our teams are remote and distributed throughout the US and Latam. They use the latest cutting-edge technologies in cloud computing to create applications that are scalable and resilient. We aim to provide diverse product solutions for different industries| planning to build a large number of startups in the upcoming years. At RYZ| you will find yourself working with autonomy and efficiency| owning every step of your development. We provide an environment of opportunities| learning| growth| expansion| and challenging projects. You will deepen your experience while sharing and learning from a team of great professionals and specialists. Our values and what to expect:
FrontEnd Developer (24FD01BU),Eureka Labs,Córdoba| Córdoba| Argentina,Hace 2 meses,Más de 200 solicitudes,https://ar.linkedin.com/jobs/view/frontend-developer-24fd01bu-at-eureka-labs-4086782161?position=4&pageNum=2&refId=nx12VazIQ1ytJoTNLPCj1g%3D%3D&trackingId=BCeIuJI0MH5BCTlQ44KDdA%3D%3D,Overview Location: Full remote. Located in Córdoba| Argentina. Schedule: Full time As a FrontEnd Engineer with a proven track record of delivering customer-centric user experiences in high-growth environments| particularly in early-stage startups| you will take on a key individual contributor role within the growth partner's team. You will be responsible for shaping the user experience| focusing on usability| accessibility| and data visualization. Your work will involve active participation in design and architectural decisions| understanding requirements| and implementing critical interfaces and complex components for new systems and features.
